palabra,pinyin,sentido,traduccion,ejemplo,audio_url,score
倒,dao,pero, pero,Ejemplo de uso con 倒 - pero,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
倒,dao,todavía, todavía,Ejemplo de uso con 倒 - todavía,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
凡,fan,común,común,Ejemplo de uso con 凡 - común,https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
凡,fan,vulgar, vulgar,Ejemplo de uso con 凡 - vulgar,https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
凡,fan,mundano, mundano,Ejemplo de uso con 凡 - mundano,https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
凡,fan,temporal, temporal,Ejemplo de uso con 凡 - temporal,https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
凡,fan,del mundo material (en oposición a los niveles sobrenaturales o inmortales), del mundo material (en oposición a los niveles sobrenaturales o inmortales),Ejemplo de uso con 凡 - del mundo material (en oposición a los niveles sobrenaturales o inmortales),https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
凡,fan,cada, cada,Ejemplo de uso con 凡 - cada,https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
凡,fan,todo, todo,Ejemplo de uso con 凡 - todo,https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
凡,fan,lo que sea, lo que sea,Ejemplo de uso con 凡 - lo que sea,https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
凡,fan,en total, en total,Ejemplo de uso con 凡 - en total,https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
凡,fan,esencia, esencia,Ejemplo de uso con 凡 - esencia,https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
凡,fan,describir, describir,Ejemplo de uso con 凡 - describir,https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
凡,fan,Nota de escala musical china, Nota de escala musical china,Ejemplo de uso con 凡 - Nota de escala musical china,https://translate.google.com/translate_tts?ie=UTF-8&q=凡&tl=zh&client=tw-ob,782064
平,ping,departamento,departamento,Ejemplo de uso con 平 - departamento,https://translate.google.com/translate_tts?ie=UTF-8&q=平&tl=zh&client=tw-ob,774400
平,ping,nivel, nivel,Ejemplo de uso con 平 - nivel,https://translate.google.com/translate_tts?ie=UTF-8&q=平&tl=zh&client=tw-ob,774400
平,ping,igual, igual,Ejemplo de uso con 平 - igual,https://translate.google.com/translate_tts?ie=UTF-8&q=平&tl=zh&client=tw-ob,774400
平,ping,Atar (hacer el mismo puntaje), Atar (hacer el mismo puntaje),Ejemplo de uso con 平 - Atar (hacer el mismo puntaje),https://translate.google.com/translate_tts?ie=UTF-8&q=平&tl=zh&client=tw-ob,774400
平,ping,dibujar (puntaje), dibujar (puntaje),Ejemplo de uso con 平 - dibujar (puntaje),https://translate.google.com/translate_tts?ie=UTF-8&q=平&tl=zh&client=tw-ob,774400
平,ping,calma, calma,Ejemplo de uso con 平 - calma,https://translate.google.com/translate_tts?ie=UTF-8&q=平&tl=zh&client=tw-ob,774400
平,ping,pacífico, pacífico,Ejemplo de uso con 平 - pacífico,https://translate.google.com/translate_tts?ie=UTF-8&q=平&tl=zh&client=tw-ob,774400
平,ping,abbr. para 平聲 | 平声 [Ping2 Sheng1], abbr. para 平聲 | 平声 [Ping2 Sheng1],Ejemplo de uso con 平 - abbr. para 平聲 | 平声 [Ping2 Sheng1],https://translate.google.com/translate_tts?ie=UTF-8&q=平&tl=zh&client=tw-ob,774400
放,fang,Poner,Poner,Ejemplo de uso con 放 - Poner,https://translate.google.com/translate_tts?ie=UTF-8&q=放&tl=zh&client=tw-ob,742889
放,fang,colocar, colocar,Ejemplo de uso con 放 - colocar,https://translate.google.com/translate_tts?ie=UTF-8&q=放&tl=zh&client=tw-ob,742889
放,fang,para liberar, para liberar,Ejemplo de uso con 放 - para liberar,https://translate.google.com/translate_tts?ie=UTF-8&q=放&tl=zh&client=tw-ob,742889
放,fang,para liberar, para liberar,Ejemplo de uso con 放 - para liberar,https://translate.google.com/translate_tts?ie=UTF-8&q=放&tl=zh&client=tw-ob,742889
放,fang,para dejar ir, para dejar ir,Ejemplo de uso con 放 - para dejar ir,https://translate.google.com/translate_tts?ie=UTF-8&q=放&tl=zh&client=tw-ob,742889
放,fang,dejar salir, dejar salir,Ejemplo de uso con 放 - dejar salir,https://translate.google.com/translate_tts?ie=UTF-8&q=放&tl=zh&client=tw-ob,742889
放,fang,Para encender (fuegos artificiales), Para encender (fuegos artificiales),Ejemplo de uso con 放 - Para encender (fuegos artificiales),https://translate.google.com/translate_tts?ie=UTF-8&q=放&tl=zh&client=tw-ob,742889
金,jin,oro,oro,Ejemplo de uso con 金 - oro,https://translate.google.com/translate_tts?ie=UTF-8&q=金&tl=zh&client=tw-ob,738626
金,jin,elemento químico au, elemento químico au,Ejemplo de uso con 金 - elemento químico au,https://translate.google.com/translate_tts?ie=UTF-8&q=金&tl=zh&client=tw-ob,738626
金,jin,término genérico para metales lustrosos y dúctiles, término genérico para metales lustrosos y dúctiles,Ejemplo de uso con 金 - término genérico para metales lustrosos y dúctiles,https://translate.google.com/translate_tts?ie=UTF-8&q=金&tl=zh&client=tw-ob,738626
金,jin,dinero, dinero,Ejemplo de uso con 金 - dinero,https://translate.google.com/translate_tts?ie=UTF-8&q=金&tl=zh&client=tw-ob,738626
金,jin,dorado, dorado,Ejemplo de uso con 金 - dorado,https://translate.google.com/translate_tts?ie=UTF-8&q=金&tl=zh&client=tw-ob,738626
金,jin,muy respetado, muy respetado,Ejemplo de uso con 金 - muy respetado,https://translate.google.com/translate_tts?ie=UTF-8&q=金&tl=zh&client=tw-ob,738626
金,jin,Una de las ocho categorías de instrumentos musicales antiguos 八音 [BA1 YIN1], Una de las ocho categorías de instrumentos musicales antiguos 八音 [BA1 YIN1],Ejemplo de uso con 金 - Una de las ocho categorías de instrumentos musicales antiguos 八音 [BA1 YIN1],https://translate.google.com/translate_tts?ie=UTF-8&q=金&tl=zh&client=tw-ob,738626
意思,yi si,idea,idea,Ejemplo de uso con 意思 - idea,https://translate.google.com/translate_tts?ie=UTF-8&q=意思&tl=zh&client=tw-ob,736769
意思,yi si,opinión, opinión,Ejemplo de uso con 意思 - opinión,https://translate.google.com/translate_tts?ie=UTF-8&q=意思&tl=zh&client=tw-ob,736769
意思,yi si,significado, significado,Ejemplo de uso con 意思 - significado,https://translate.google.com/translate_tts?ie=UTF-8&q=意思&tl=zh&client=tw-ob,736769
意思,yi si,desear, desear,Ejemplo de uso con 意思 - desear,https://translate.google.com/translate_tts?ie=UTF-8&q=意思&tl=zh&client=tw-ob,736769
意思,yi si,deseo, deseo,Ejemplo de uso con 意思 - deseo,https://translate.google.com/translate_tts?ie=UTF-8&q=意思&tl=zh&client=tw-ob,736769
意思,yi si,interés, interés,Ejemplo de uso con 意思 - interés,https://translate.google.com/translate_tts?ie=UTF-8&q=意思&tl=zh&client=tw-ob,736769
意思,yi si,divertido, divertido,Ejemplo de uso con 意思 - divertido,https://translate.google.com/translate_tts?ie=UTF-8&q=意思&tl=zh&client=tw-ob,736769
意思,yi si,"Token de apreciación, afecto, etc. CL: 個 | 个 [GE4]"," Token de apreciación, afecto, etc. CL: 個 | 个 [GE4]","Ejemplo de uso con 意思 - Token de apreciación, afecto, etc. CL: 個 | 个 [GE4]",https://translate.google.com/translate_tts?ie=UTF-8&q=意思&tl=zh&client=tw-ob,736769
意思,yi si,dar como una pequeña ficha, dar como una pequeña ficha,Ejemplo de uso con 意思 - dar como una pequeña ficha,https://translate.google.com/translate_tts?ie=UTF-8&q=意思&tl=zh&client=tw-ob,736769
意思,yi si,"hacer sth como un gesto de buena voluntad, etc."," hacer sth como un gesto de buena voluntad, etc.","Ejemplo de uso con 意思 - hacer sth como un gesto de buena voluntad, etc.",https://translate.google.com/translate_tts?ie=UTF-8&q=意思&tl=zh&client=tw-ob,736769
字,zi,carta,carta,Ejemplo de uso con 字 - carta,https://translate.google.com/translate_tts?ie=UTF-8&q=字&tl=zh&client=tw-ob,733680
字,zi,símbolo, símbolo,Ejemplo de uso con 字 - símbolo,https://translate.google.com/translate_tts?ie=UTF-8&q=字&tl=zh&client=tw-ob,733680
字,zi,personaje, personaje,Ejemplo de uso con 字 - personaje,https://translate.google.com/translate_tts?ie=UTF-8&q=字&tl=zh&client=tw-ob,733680
字,zi,palabra, palabra,Ejemplo de uso con 字 - palabra,https://translate.google.com/translate_tts?ie=UTF-8&q=字&tl=zh&client=tw-ob,733680
字,zi,CL: 個 | 个 [GE4], CL: 個 | 个 [GE4],Ejemplo de uso con 字 - CL: 個 | 个 [GE4],https://translate.google.com/translate_tts?ie=UTF-8&q=字&tl=zh&client=tw-ob,733680
字,zi,Cortesía o nombre de estilo tradicionalmente dado a hombres de 20 años en China Dynastic, Cortesía o nombre de estilo tradicionalmente dado a hombres de 20 años en China Dynastic,Ejemplo de uso con 字 - Cortesía o nombre de estilo tradicionalmente dado a hombres de 20 años en China Dynastic,https://translate.google.com/translate_tts?ie=UTF-8&q=字&tl=zh&client=tw-ob,733680
真,zhen,en realidad,en realidad,Ejemplo de uso con 真 - en realidad,https://translate.google.com/translate_tts?ie=UTF-8&q=真&tl=zh&client=tw-ob,719568
真,zhen,realmente, realmente,Ejemplo de uso con 真 - realmente,https://translate.google.com/translate_tts?ie=UTF-8&q=真&tl=zh&client=tw-ob,719568
真,zhen,en efecto, en efecto,Ejemplo de uso con 真 - en efecto,https://translate.google.com/translate_tts?ie=UTF-8&q=真&tl=zh&client=tw-ob,719568
真,zhen,real, real,Ejemplo de uso con 真 - real,https://translate.google.com/translate_tts?ie=UTF-8&q=真&tl=zh&client=tw-ob,719568
真,zhen,verdadero, verdadero,Ejemplo de uso con 真 - verdadero,https://translate.google.com/translate_tts?ie=UTF-8&q=真&tl=zh&client=tw-ob,719568
真,zhen,genuino, genuino,Ejemplo de uso con 真 - genuino,https://translate.google.com/translate_tts?ie=UTF-8&q=真&tl=zh&client=tw-ob,719568
拿,na,para sostener,para sostener,Ejemplo de uso con 拿 - para sostener,https://translate.google.com/translate_tts?ie=UTF-8&q=拿&tl=zh&client=tw-ob,718416
拿,na,apoderarse, apoderarse,Ejemplo de uso con 拿 - apoderarse,https://translate.google.com/translate_tts?ie=UTF-8&q=拿&tl=zh&client=tw-ob,718416
拿,na,atrapar, atrapar,Ejemplo de uso con 拿 - atrapar,https://translate.google.com/translate_tts?ie=UTF-8&q=拿&tl=zh&client=tw-ob,718416
拿,na,aprehender, aprehender,Ejemplo de uso con 拿 - aprehender,https://translate.google.com/translate_tts?ie=UTF-8&q=拿&tl=zh&client=tw-ob,718416
拿,na,tomar, tomar,Ejemplo de uso con 拿 - tomar,https://translate.google.com/translate_tts?ie=UTF-8&q=拿&tl=zh&client=tw-ob,718416
拿,na,(utilizado de la misma manera que 把 [BA3]: para marcar el siguiente sustantivo como objeto directo), (utilizado de la misma manera que 把 [BA3]: para marcar el siguiente sustantivo como objeto directo),Ejemplo de uso con 拿 - (utilizado de la misma manera que 把 [BA3]: para marcar el siguiente sustantivo como objeto directo),https://translate.google.com/translate_tts?ie=UTF-8&q=拿&tl=zh&client=tw-ob,718416
安,an,(forma unida) calma,(forma unida) calma,Ejemplo de uso con 安 - (forma unida) calma,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,pacífico, pacífico,Ejemplo de uso con 安 - pacífico,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,para calmar, para calmar,Ejemplo de uso con 安 - para calmar,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,para ponerse a gusto, para ponerse a gusto,Ejemplo de uso con 安 - para ponerse a gusto,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,seguro, seguro,Ejemplo de uso con 安 - seguro,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,seguro, seguro,Ejemplo de uso con 安 - seguro,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,en buena salud, en buena salud,Ejemplo de uso con 安 - en buena salud,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,contenido, contenido,Ejemplo de uso con 安 - contenido,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,satisfecho (como en 安於 | 安于 [an1yu2]), satisfecho (como en 安於 | 安于 [an1yu2]),Ejemplo de uso con 安 - satisfecho (como en 安於 | 安于 [an1yu2]),https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,colocar (SB) en un puesto adecuado (trabajo), colocar (SB) en un puesto adecuado (trabajo),Ejemplo de uso con 安 - colocar (SB) en un puesto adecuado (trabajo),https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,para instalar, para instalar,Ejemplo de uso con 安 - para instalar,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,para arreglar, para arreglar,Ejemplo de uso con 安 - para arreglar,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,encajar, encajar,Ejemplo de uso con 安 - encajar,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,traer (un cargo contra SB), traer (un cargo contra SB),Ejemplo de uso con 安 - traer (un cargo contra SB),https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,albergar (ciertas intenciones), albergar (ciertas intenciones),Ejemplo de uso con 安 - albergar (ciertas intenciones),https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
安,an,Ampere (Abbr. Para 安培 [AN1PEI2]), Ampere (Abbr. Para 安培 [AN1PEI2]),Ejemplo de uso con 安 - Ampere (Abbr. Para 安培 [AN1PEI2]),https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob,715797
日,ri,sol,sol,Ejemplo de uso con 日 - sol,https://translate.google.com/translate_tts?ie=UTF-8&q=日&tl=zh&client=tw-ob,708255
日,ri,día, día,Ejemplo de uso con 日 - día,https://translate.google.com/translate_tts?ie=UTF-8&q=日&tl=zh&client=tw-ob,708255
日,ri,"Fecha, día del mes"," Fecha, día del mes","Ejemplo de uso con 日 - Fecha, día del mes",https://translate.google.com/translate_tts?ie=UTF-8&q=日&tl=zh&client=tw-ob,708255
至,zhi,llegar,llegar,Ejemplo de uso con 至 - llegar,https://translate.google.com/translate_tts?ie=UTF-8&q=至&tl=zh&client=tw-ob,699328
至,zhi,mayoría, mayoría,Ejemplo de uso con 至 - mayoría,https://translate.google.com/translate_tts?ie=UTF-8&q=至&tl=zh&client=tw-ob,699328
至,zhi,a, a,Ejemplo de uso con 至 - a,https://translate.google.com/translate_tts?ie=UTF-8&q=至&tl=zh&client=tw-ob,699328
至,zhi,hasta, hasta,Ejemplo de uso con 至 - hasta,https://translate.google.com/translate_tts?ie=UTF-8&q=至&tl=zh&client=tw-ob,699328
路,lu,camino (cl: 條 | 条 [tiao2]),camino (cl: 條 | 条 [tiao2]),Ejemplo de uso con 路 - camino (cl: 條 | 条 [tiao2]),https://translate.google.com/translate_tts?ie=UTF-8&q=路&tl=zh&client=tw-ob,690650
路,lu,viaje, viaje,Ejemplo de uso con 路 - viaje,https://translate.google.com/translate_tts?ie=UTF-8&q=路&tl=zh&client=tw-ob,690650
路,lu,ruta, ruta,Ejemplo de uso con 路 - ruta,https://translate.google.com/translate_tts?ie=UTF-8&q=路&tl=zh&client=tw-ob,690650
路,lu,"línea (bus, etc.)"," línea (bus, etc.)","Ejemplo de uso con 路 - línea (bus, etc.)",https://translate.google.com/translate_tts?ie=UTF-8&q=路&tl=zh&client=tw-ob,690650
路,lu,clasificar, clasificar,Ejemplo de uso con 路 - clasificar,https://translate.google.com/translate_tts?ie=UTF-8&q=路&tl=zh&client=tw-ob,690650
路,lu,amable, amable,Ejemplo de uso con 路 - amable,https://translate.google.com/translate_tts?ie=UTF-8&q=路&tl=zh&client=tw-ob,690650
股,gu,hermético,hermético,Ejemplo de uso con 股 - hermético,https://translate.google.com/translate_tts?ie=UTF-8&q=股&tl=zh&client=tw-ob,687933
股,gu,parte de un todo, parte de un todo,Ejemplo de uso con 股 - parte de un todo,https://translate.google.com/translate_tts?ie=UTF-8&q=股&tl=zh&client=tw-ob,687933
股,gu,porción de una suma, porción de una suma,Ejemplo de uso con 股 - porción de una suma,https://translate.google.com/translate_tts?ie=UTF-8&q=股&tl=zh&client=tw-ob,687933
股,gu,(Finanzas) stock, (Finanzas) stock,Ejemplo de uso con 股 - (Finanzas) stock,https://translate.google.com/translate_tts?ie=UTF-8&q=股&tl=zh&client=tw-ob,687933
股,gu,compartir, compartir,Ejemplo de uso con 股 - compartir,https://translate.google.com/translate_tts?ie=UTF-8&q=股&tl=zh&client=tw-ob,687933
股,gu,hilo de un hilo, hilo de un hilo,Ejemplo de uso con 股 - hilo de un hilo,https://translate.google.com/translate_tts?ie=UTF-8&q=股&tl=zh&client=tw-ob,687933
股,gu,"Unidad administrativa de bajo nivel, traducida como ""sección"" o ""departamento"", etc., clasificada a continuación 科 [Ke1]"," Unidad administrativa de bajo nivel, traducida como ""sección"" o ""departamento"", etc., clasificada a continuación 科 [Ke1]","Ejemplo de uso con 股 - Unidad administrativa de bajo nivel, traducida como ""sección"" o ""departamento"", etc., clasificada a continuación 科 [Ke1]",https://translate.google.com/translate_tts?ie=UTF-8&q=股&tl=zh&client=tw-ob,687933
股,gu,"clasificador para cosas largas y sinuosas como cuerdas, ríos, etc. clasificador para humo, olores, etc.: hilo, hojaldre, olfato"," clasificador para cosas largas y sinuosas como cuerdas, ríos, etc. clasificador para humo, olores, etc.: hilo, hojaldre, olfato","Ejemplo de uso con 股 - clasificador para cosas largas y sinuosas como cuerdas, ríos, etc. clasificador para humo, olores, etc.: hilo, hojaldre, olfato",https://translate.google.com/translate_tts?ie=UTF-8&q=股&tl=zh&client=tw-ob,687933
股,gu,"clasificador para bandas de personas, pandillas, etc. Clasificador para acciones repentinas y contundentes"," clasificador para bandas de personas, pandillas, etc. Clasificador para acciones repentinas y contundentes","Ejemplo de uso con 股 - clasificador para bandas de personas, pandillas, etc. Clasificador para acciones repentinas y contundentes",https://translate.google.com/translate_tts?ie=UTF-8&q=股&tl=zh&client=tw-ob,687933
